UF;Município;ID;num_processo;Vinculada;Termo/N_Convênio;Ano_Termo/Convênio;Programa;Fonte;Esfera;Tipologia;Situação_da_Obra;perc_informado_munic;Última_Vistoria_Instituição;perc_executado_empresa;Última_Vistoria_Empresa;Empresa;Restrições;Inconformidades
RJ;Rio de Janeiro;31936;2,34E+16;NÃO;7422;2012;Emenda Parlamentar;EMENDAS;Municipal;Escola com projeto elaborado pelo concedente;Execução;32.00%;27/07/2016;11.58%;27/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
CE;Itapagé;31940;2,34E+16;NÃO;4183;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;29.15%;11/07/2016;21.00%;05/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Itapagé;31941;2,34E+16;NÃO;4183;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;71.30%;11/07/2016;86.39%;30/jun;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PA;Bagre;31944;2,34E+16;NÃO;8418;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;24.38%;17/06/2016;17.42%;05/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PA;Bagre;31945;2,34E+16;NÃO;8418;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;20.01%;17/06/2016;17.97%;05/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
AL;Capela;31946;2,34E+16;NÃO;4165;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;64.82%;15/07/2016;64.18%;01/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
AL;Pariconha;31947;2,34E+16;NÃO;3757;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;24.74%;25/08/2016;22.40%;18/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
MG;Unaí;31948;2,34E+16;NÃO;3815;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;23.49%;18/07/2016;21.96%;23/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
BA;Maragogipe;31949;2,34E+16;NÃO;3916;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;26/06/2015;98.55%;18/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
MA;Matões;31950;2,34E+16;NÃO;3758;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;16/06/2015;54.80%;22/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PA;Conceição do Araguaia;31951;2,34E+16;NÃO;3843;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;09/04/2015;30.29%;25/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Euclides da Cunha;31954;2,34E+16;NÃO;3793;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;39.64%;26/07/2016;31.43%;14/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
ES;Guarapari;31955;2,34E+16;NÃO;3856;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;17/12/2014;16.21%;02/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Barcarena;31956;2,34E+16;NÃO;3716;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;89.47%;22/07/2016;65.97%;21/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PA;Redenção;31957;2,34E+16;NÃO;3844;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;57.56%;23/08/2016;31.43%;04/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SE;Nossa Senhora do Socorro;31963;2,34E+16;NÃO;3926;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;70.60%;08/08/2016;2.67%;09/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
DF;Brasília;31970;2,34E+16;NÃO;15379;2014;Emenda Parlamentar;EMENDAS;Estadual;Escola com Projeto elaborado pelo proponente;Concluída;100.00%;17/10/2014;57.51%;23/abr;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
SP;São Bernardo do Campo;32654;2,34E+16;NÃO;3947;2013;PROINFÂNCIA;PAC2;Municipal;Escola de Educação Infantil Tipo A;Execução;97.38%;22/07/2016;23.95%;05/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
SP;São Bernardo do Campo;32655;2,34E+16;NÃO;3947;2013;PROINFÂNCIA;PAC2;Municipal;Escola de Educação Infantil Tipo A;Execução;88.91%;22/07/2016;28.53%;05/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SP;Ipuã;32656;2,34E+16;NÃO;3949;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;11/02/2015;81.15%;03/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
DF;Brasília;32666;2,34E+16;NÃO;3950;2013;PROINFÂNCIA;PAC2;Estadual;Escola de Educação Infantil Tipo B;Concluída;100.00%;20/10/2014;20.62%;20/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
PA;Tucuruí;32667;2,34E+16;NÃO;3955;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;96.06%;25/05/2015;97.71%;03/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PA;Tucuruí;32668;2,34E+16;NÃO;3955;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;98.14%;15/05/2015;0.00%;21/jan;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
CE;Ocara;32670;2,34E+16;NÃO;7449;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Execução;0.00%;;19.37%;12/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;NÃO
MG;Elói Mendes;32671;2,34E+16;NÃO;3964;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;81.78%;05/07/2016;24.36%;23/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MS;Ladário;32672;2,34E+16;NÃO;3966;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;29/06/2015;57.83%;19/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MT;Jaciara;32673;2,34E+16;SIM;3967;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;29/02/2016;65.75%;29/out;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PA;Curralinho;32674;2,34E+16;NÃO;3968;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Inacabada;42.18%;09/07/2016;42.18%;21/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
PA;Garrafão do Norte;32675;2,34E+16;NÃO;3969;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;09/06/2014;11.87%;23/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Jupi;32676;2,34E+16;NÃO;3970;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;29/12/2015;96.85%;31/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PE;Jurema;32677;2,34E+16;NÃO;3971;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;96.49%;10/11/2015;91.27%;26/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PE;Moreilândia;32678;2,34E+16;NÃO;3972;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;04/11/2015;91.63%;24/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PI;Nazária;32679;2,34E+16;NÃO;3973;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;94.62%;19/08/2016;28.46%;25/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PI;Piracuruca;32681;2,34E+16;NÃO;3974;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;02/07/2014;61.46%;18/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PR;Paiçandu;32682;2,34E+16;NÃO;3975;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;01/06/2015;90.12%;09/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
PA;Nova Esperança do Piriá;32683;2,34E+16;SIM;3951;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;02/03/2015;10.79%;24/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Óbidos;32684;2,34E+16;NÃO;3952;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;99.15%;07/07/2016;89.44%;25/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Ourilândia do Norte;32685;2,34E+16;NÃO;3953;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;28/05/2014;45.53%;17/jan;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Santo Antônio do Tauá;32686;2,34E+16;NÃO;3954;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;51.95%;15/07/2016;56.06%;09/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PE;Belo Jardim;32688;2,34E+16;NÃO;3957;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;94.59%;04/07/2016;98.35%;16/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PE;Catende;32690;2,34E+16;NÃO;3959;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;04/09/2015;99.69%;30/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PE;Ipubi;32691;2,34E+16;NÃO;3960;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Inacabada;77.08%;25/01/2016;76.49%;27/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Custódia;32693;2,34E+16;NÃO;3963;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;57.82%;02/08/2016;57.82%;23/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Maracás;32694;2,34E+16;SIM;3961;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;86.85%;11/08/2016;50.94%;15/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
CE;Mulungu;32695;2,34E+16;NÃO;3962;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;99.99%;08/03/2016;76.34%;11/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
RJ;Rio de Janeiro;32708;2,34E+16;NÃO;3977;2013;PROINFÂNCIA;PAC2;Municipal;Escola de Educação Infantil Tipo A;Execução;43.43%;27/07/2016;22.37%;22/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Aliança;32730;2,34E+16;NÃO;3978;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;66.38%;20/07/2016;61.21%;21/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
CE;Fortaleza;32904;2,34E+16;NÃO;4111;2013;PROINFÂNCIA;PAC2;Municipal;Projeto 1 Convencional;Execução;16.00%;28/07/2016;19.19%;06/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Fortaleza;32907;2,34E+16;NÃO;4111;2013;PROINFÂNCIA;PAC2;Municipal;Projeto 1 Convencional;Execução;51.66%;28/07/2016;58.52%;06/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
CE;Fortaleza;32925;2,34E+16;NÃO;4111;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Paralisada;53.27%;28/07/2016;48.19%;19/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Fortaleza;32929;2,34E+16;NÃO;4111;2013;PROINFÂNCIA;PAC2;Municipal;Projeto 1 Convencional;Execução;16.04%;26/07/2016;14.98%;06/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Fortaleza;32940;2,34E+16;NÃO;4111;2013;PROINFÂNCIA;PAC2;Municipal;Projeto 1 Convencional;Execução;44.20%;28/07/2016;58.11%;06/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Fortaleza;32942;2,34E+16;NÃO;4111;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Paralisada;70.88%;28/07/2016;53.74%;19/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Fortaleza;32950;2,34E+16;NÃO;4111;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Paralisada;11.37%;28/07/2016;6.80%;24/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;João Pessoa;32981;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Concluída;100.00%;21/01/2015;99.52%;21/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
PB;João Pessoa;32984;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Execução;66.60%;03/08/2016;54.42%;22/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PB;João Pessoa;32988;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Paralisada;8.17%;03/08/2016;5.88%;24/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PB;João Pessoa;32989;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Concluída;100.00%;26/08/2015;99.83%;01/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
PB;João Pessoa;32990;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Concluída;99.32%;05/11/2015;93.71%;22/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PB;João Pessoa;32991;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Concluída;100.00%;18/03/2016;92.09%;20/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
PB;João Pessoa;32992;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Paralisada;8.54%;03/08/2016;7.00%;24/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PB;João Pessoa;32993;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Execução;79.79%;09/08/2016;67.18%;22/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PB;João Pessoa;32995;2,34E+16;NÃO;4096;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo C;Concluída;100.00%;29/10/2014;99.39%;21/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
GO;Aparecida de Goiânia;33007;2,34E+16;NÃO;4100;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Concluída;90.18%;10/12/2015;89.15%;22/out;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Luziânia;33010;2,34E+16;NÃO;10916;2014;PROINFÂNCIA;PAC2;Municipal;Projeto 1 Convencional;Execução;90.33%;28/06/2016;30.98%;26/abr;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
PA;Novo Repartimento;33055;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Ampliação;Paralisada;74.44%;19/02/2016;72.38%;18/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PA;Belém;33056;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Reforma;Concluída;100.00%;28/05/2014;94.34%;21/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Rio Maria;33057;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Ampliação;Execução;98.93%;29/06/2016;67.39%;15/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Belém;33058;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Reforma;Concluída;100.00%;04/04/2014;92.53%;21/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Salvaterra;33059;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Ampliação;Paralisada;52.25%;22/06/2016;45.37%;26/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PA;Santarém;33060;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Reforma;Paralisada;71.50%;19/02/2016;63.24%;27/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PA;Tomé-Açu;33062;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Ampliação;Concluída;100.00%;14/10/2014;52.35%;16/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Xinguara;33063;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Reforma;Execução;87.38%;26/08/2016;49.36%;15/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Castanhal;33064;2,34E+16;NÃO;700219;2008;PAR;;Estadual;Ampliação;Paralisada;22.71%;10/06/2015;73.16%;25/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
AC;Santa Rosa do Purus;33067;2,34E+16;NÃO;4143;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;54.31%;18/07/2016;30.45%;04/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
AL;Dois Riachos;33068;2,34E+16;NÃO;4144;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;99.19%;20/08/2016;57.18%;18/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
AL;Igaci;33069;2,34E+16;SIM;4145;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;10/06/2016;76.49%;30/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Anguera;33072;2,34E+16;NÃO;4146;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;30/06/2015;99.65%;25/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Antônio Gonçalves;33073;2,34E+16;NÃO;4147;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;99.04%;06/05/2016;97.49%;19/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Baixa Grande;33074;2,34E+16;NÃO;4148;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;10/12/2014;55.32%;02/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Barra;33075;2,34E+16;NÃO;4149;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;55.48%;25/07/2016;53.19%;23/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
BA;Barra;33076;2,34E+16;NÃO;4149;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;12/10/2015;95.74%;10/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Barra;33077;2,34E+16;NÃO;4149;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;54.68%;26/07/2016;22.09%;07/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Barra;33078;2,34E+16;NÃO;4149;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;30/06/2016;58.13%;23/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Barra;33079;2,34E+16;NÃO;4149;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;53.46%;26/07/2016;53.17%;30/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Barra do Mendes;33080;2,34E+16;NÃO;4150;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;28/04/2015;98.89%;06/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Barra do Mendes;33081;2,34E+16;NÃO;4150;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;12/05/2015;99.15%;07/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
BA;Bom Jesus da Serra;33082;2,34E+16;NÃO;4151;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;15/07/2016;52.74%;14/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
BA;Buritirama;33083;2,34E+16;NÃO;4152;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;02/08/2016;79.89%;06/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Buritirama;33084;2,34E+16;NÃO;4152;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;94.31%;27/07/2016;90.96%;23/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Caculé;33085;2,34E+16;SIM;4153;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;13/07/2016;95.87%;12/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Cafarnaum;33086;2,34E+16;NÃO;4154;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;15/04/2015;46.70%;03/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Cafarnaum;33087;2,34E+16;NÃO;4154;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;16/09/2015;99.99%;08/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Canápolis;33088;2,34E+16;NÃO;4155;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;09/12/2014;21.77%;12/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Central;33089;2,34E+16;NÃO;4156;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;54.15%;22/08/2016;46.54%;03/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Central;33090;2,34E+16;NÃO;4156;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;49.73%;22/08/2016;19.28%;01/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Condeúba;33091;2,34E+16;NÃO;4157;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;99.02%;14/07/2016;69.91%;18/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Coração de Maria;33092;2,34E+16;NÃO;4158;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.99%;28/01/2016;99.21%;20/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
