"ID";"Nome";"Logradouro";"Município";"UF";"Percentual.de.Execução";"classificação_tb";"total_repassado";"Empresa.Contratada"
19961;"Creche do CDHU I";"Avenida dos Expedicionários esquina com a rua Ventura Moscatelli";"São Manuel";"SP";99,25;"atrasada";1747457,33298815;"(13553331000109) G R D ALVENARIA LTDA - ME"
19965;"Diácono Luiz Pozzobom";"Rua A Esq Rua C";"Santa Maria";"RS";6,76;"atrasada";1028508,36507429;NA
19995;"Escola de Educação Infantil Sapucaia do Sul";"Rua Edison Passos";"Sapucaia do Sul";"RS";72,09;"atrasada";1846866,86857922;"(10969085000174) GRASSI & GRASSI - CONSTRUTORA LTDA - ME"
20029;"EMEI SÍTIO FLORESTA";"Rua Ignácio Teixeira Machado";"Pelotas";"RS";0;"atrasada";253955,635895331;"(16951247000123) GR INDUSTRIA E COMERCIO LTDA - ME"
20033;"LOTEAMENTO DUNAS";"Rua Giovani Guimarães";"Pelotas";"RS";0;"atrasada";253955,635895331;"(16951247000123) GR INDUSTRIA E COMERCIO LTDA - ME"
20044;"creche Assis Brasil";"Rua Juan Llopart";"Rio Grande";"RS";48,8;"atrasada";918805,158264117;"(89866321000187) CISAL CONSTRUCOES E INSTALACOES SATELITE LTDA"
20050;"creche camping bairro Cassino";"Rua São Borja";"Rio Grande";"RS";67,64;"atrasada";1249400,78272275;"(89866321000187) CISAL CONSTRUCOES E INSTALACOES SATELITE LTDA"
20054;"CMEI JARDIM AMÉRICA";"RUA BOLÍVIA";"Cariacica";"ES";0;"atrasada";390200,488073357;NA
20067;"creche usina da quinta";"Rua João Moreira";"Rio Grande";"RS";54,26;"atrasada";918776,244037903;"(89866321000187) CISAL CONSTRUCOES E INSTALACOES SATELITE LTDA"
20075;"creche Nova Quinta";NA;"Rio Grande";"RS";55,88;"atrasada";917604,301286921;"(89866321000187) CISAL CONSTRUCOES E INSTALACOES SATELITE LTDA"
20087;"Creche ABC 9";"Rua Gramado";"Rio Grande";"RS";60,95;"atrasada";1105075,63088994;"(89866321000187) CISAL CONSTRUCOES E INSTALACOES SATELITE LTDA"
20092;"Creche Marcos Freire II";"Avenida Perimetral C";"Nossa Senhora do Socorro";"SE";33,84;"atrasada";630479,868832927;NA
20097;"PARQ. MANUEL EVANGELISTA II";"RUA CÉSAR DE NEGREIROS BARROS";"Teresina";"PI";51,88;"atrasada";2244608,39515522;NA
20106;"PROINFANCIA - TIPO B";"Rua Cesar Lattes";"São José dos Quatro Marcos";"MT";69,01;"atrasada";1031235,0299375;"(11628192000100) CONSTRUTORA UNIVERSO LTDA"
20122;"CMEI MORRINHOS";"Rua Reinaldo Rodrigues";"Cariacica";"ES";0;"atrasada";365999,608978118;NA
20157;"CONSTRUÇÃO DE CRECHE";"RUA SDO";"Chaval";"CE";33,27;"atrasada";428164,176520167;"(18228372000135) P M CAVALCANTE - ME"
20165;"Creche Nova Varginha";"Rua Ronald Swerts";"Varginha";"MG";0;"atrasada";171163,372712967;NA
20166;"Creche e Pré-escola Castelo Encantado";"Rua Josefa Maria de Jesus";"Ponte Branca";"MT";61,9;"atrasada";638892,532814859;"(13842611000129) BC DO BRASIL CONSTRUTORA E TERRAPLANAGEM LTDA - EPP"
20168;"CRECHE DO BAIRRO ANTÔNIO ACIOLE";NA;"Lagoa Nova";"RN";95,2;"atrasada";1789242,09105321;"(10639493000168) NOGAN ENGENHARIA E EMPREENDIMENTOS LTDA"
20176;"área institucional";"Rua J, Quadra 47";"Eldorado do Sul";"RS";79,01;"atrasada";1434937,16495352;"(03041946000194) S B M CONSTRUCOES E LIMPEZA LTDA"
20179;"VILA PRINCESA";"Avenida Quatro";"Pelotas";"RS";0;"atrasada";253955,663518835;"(16951247000123) GR INDUSTRIA E COMERCIO LTDA - ME"
20180;"CHECHE PROINFÂNCIA ULISSES GUIMARAES";"TRAVESSA DO VATICANO";"Teixeira de Freitas";"BA";0;"atrasada";362008,715695417;"(11026389000160) MARCOS CANDIDO ROMAO CPF 050.675.686-66"
20191;"Creche Vila Sarney";"Vila Sarney";"São Luís";"MA";0;"atrasada";342441,768755654;"(11109254000169) ENGETECH CONSTRUTORA LTDA"
20196;"Escola de Educação Infantil Sapucaia do Sul II";"Valdemimo Rodrigues Machado";"Sapucaia do Sul";"RS";0;"atrasada";922886,022159596;"(10969085000174) GRASSI & GRASSI - CONSTRUTORA LTDA - ME"
20199;"SEBASTIÃO PAES DE ALMEIDA";"RUA SEBASTIÃO PAES DE ALMEIDA";"Guarda-Mor";"MG";98,52;"atrasada";1846639,40166704;"(05852464000140) CONSTRUTORA MECAL LTDA"
20213;"Creche Escola TIPO C";"Praça do Campo";"Caetanos";"BA";86,01;"atrasada";661898,34807586;"(04221722000127) JAMOUSIL CONSTRUCOES E SERVICOS LTDA"
20225;"Centro de Educação Infantil";"Rua Inocencio Francisco de Sousa";"São Félix do Tocantins";"TO";90,68;"atrasada";678871,337677943;"(05379709000163) ARAGUAIA MATERIAL PARA CONSTRUCAO E CONSTRUTORA LTDA ME"
20228;"CRECHE VÁRZEA";"Rua Curitiba";"Patos de Minas";"MG";0;"atrasada";369125,094671382;"(11910896000162) ZELAR CONSTRUTORA E SERVICOS LTDA - ME"
20234;"CHAPADINHA";"RUA PRESIDENTE JUSCELINO KUBISCHEK";"Chapadinha";"MA";66,89;"atrasada";996674,48368613;"(11741111000175) ALMADA COMERCIO E REPRESENTACAO LTDA"
20242;"Creche Zona Urbana";"Rua Projetada II";"Santo André";"PB";27,5;"atrasada";346198,029912674;"(15168739000184) RAVY CONSTRUCOES, SERVICOS E PROJETOS LTDA - ME"
22554;"Creche e Pre Escola Loteamento Pantanal B. Guató";"Rua José B. Maciel";"Corumbá";"MS";92,05;"atrasada";1538224,97930511;"(07928533000187) CONSTRUTORA EFICAZ LTDA ME"
23767;"700504/11 - Proinfância - Inajá/PE";NA;"Inajá";"PE";46,75;"atrasada";858309,148311672;"(18841952000101) ALMIR FERREIRA CONSTRUCAO E LOCACAO EIRELI - ME"
23768;"700329/11 - Proinfância - Tancredo Neves/BA";"Avenida Sete de Setembro";"Presidente Tancredo Neves";"BA";46,99;"atrasada";858795,266927029;"(13071253000106) PREF MUN DE PRESIDENTE TANCREDO NEVES"
24266;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"BAIRRO NOVO";"Água Branca";"AL";85,39;"atrasada";1592597,71058457;"(07958686000177) SANSA CONSTRUCOES LTDA EPP"
24275;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Severino Petuba, Lote 09, Quadra C";"Lagoa da Canoa";"AL";66,48;"atrasada";1228487,01444171;"(10531423000191) MARILUCIA DOS SANTOS"
24278;"CRECHE ROSETE ANDRADE";"Conjunto Rosete Andrade, Rua Cód 06-275";"Penedo";"AL";56,09;"atrasada";503967,239850418;NA
24281;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";NA;"Taquarana";"AL";72,51;"atrasada";1304555,8283219;"(04918243000164) CONSTRUTORA COLIBRIR LTDA"
24292;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Aquilino Dantas";"Buerarema";"BA";52,48;"atrasada";1142714,27147077;"(21442493000190) RBS CONSTRUTORA LOCADORA E SERVICOS LTDA  - ME"
24293;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Bom Jardim";"Camamu";"BA";65,07;"atrasada";1150214,30267807;"(10835665000179) CANDIDO TRINDADE DA SILVA"
24318;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Loteamento Funcionários Públicos";"Entre Rios";"BA";35,22;"atrasada";980295,876252182;"(10256367000124) GRAUTECH CONSTRUTORA LTDA - EPP"
24320;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Augusto Lopes";"São Jerônimo da Serra";"PR";73,77;"atrasada";1163013,3387286;"(05772222000146) HERROS PAVIMENTACAO LTDA"
24324;"CRECHE SANTA CRUZ II";"RUA IZIDORO NICOLAU ARAÚJO,S/N";"João Pinheiro";"MG";19,24;"atrasada";431948,346835228;"(10614880000140) REIS & SANTOS CONSTRUTORA LTDA - ME"
24325;"CRECHE ITAIPU";"RUA CUSTÓDIO PERES ESQ/ COM RUA ALÍPIO GOMES.";"João Pinheiro";"MG";20,15;"atrasada";490557,999185812;"(10614880000140) REIS & SANTOS CONSTRUTORA LTDA - ME"
24329;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA 11";"Tamarana";"PR";45,74;"atrasada";615255,670626278;"(14554514000101) NOVA CONSTRUTORA E PRESTADORA DE SERVI OS LTDA  - ME"
24335;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Dr. Porciúncula";"Cachoeiras de Macacu";"RJ";95,8;"atrasada";1828186,45113685;"(10805355000101) PJ MATERIAIS DE CONSTRUCAO E SERVICOS LTDA"
24339;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Projetada";"São José de Mipibu";"RN";0;"atrasada";245303,859131786;"(08796612000144) CONSTRUTORA ODECAM LTDA"
24352;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Rua dos Boiadeiros";"Três Corações";"MG";29,39;"atrasada";453756,862645272;"(06249778000115) ROCHEDO CONSTRUTORA LTDA"
24353;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Av. Nhá Chica";"Três Corações";"MG";34,1;"atrasada";490538,464765075;"(06249778000115) ROCHEDO CONSTRUTORA LTDA"
24366;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 Jardim Ipê";"Rua Piúna sem número, Esq com Rua Guaiçara.";"Naviraí";"MS";81,13;"atrasada";1528676,2731072;"(03426172000110) PRECISAO CONSTRUTORA DE OBRAS LTDA"
24367;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua das Mangueiras";"Alta Floresta";"MT";89;"atrasada";1398849,25913196;"(08933446000180) CONSTRUTORA E MATERIAIS PARA CONSTRUCAO TRES T LTDA ME"
24388;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001";"Av. São Francisco de Assis";"Jacobina";"BA";4,17;"atrasada";978945,264515093;"(08579152000100) KALSTON CONSTRUCOES E INCORPORACOES LTDA-ME"
24389;"JACOBINA IV - PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Av. Luíz Alberto Dourado de Carvalho";"Jacobina";"BA";21,55;"atrasada";978909,309856636;"(08579152000100) KALSTON CONSTRUCOES E INCORPORACOES LTDA-ME"
24421;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Geraldo Francisco Rufino";"Caçapava";"SP";0;"atrasada";389609,909784823;"(05562987000151) CONSTRUTORA BUGRE LTDA"
24432;"PAC 2 - CRECHE/PRÉ-ESCOLA  003";"Rua Rodrigo da Silva Teodoro, Rua \"C\"";"Franca";"SP";96,76;"atrasada";1954102,85692234;"(00230138000187) CONSTRUSANTOS COMERCIO E CONSTRUCAO CIVIL LTDA"
24435;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Idulia da Costa Vilela";"Ibitinga";"SP";97,97;"atrasada";1768250,95221888;"(11942286000140) BRAULINO JOSE BOMFIM - ME"
24470;"JEQUITIBÁ";NA;"Rio Branco";"AC";67,25;"atrasada";1360524,84221334;"(05155291000100) NEO CONSTRUCAO E COMERCIO LTDA"
24471;"JUAREZ TÁVORA";"RUA B";"Rio Branco";"AC";68,45;"atrasada";1360524,84221334;"(05155291000100) NEO CONSTRUCAO E COMERCIO LTDA"
24477;"JENIPAPO";NA;"Rio Branco";"AC";83,21;"atrasada";835750,977198742;"(05531473000139) BELA VISTA CONSTRUCOES COMERCIO E REPRESENTACOES LTDA"
24478;"ROSA LINDA";"RUA RAIMUNDO TARGINO";"Rio Branco";"AC";97,95;"atrasada";1807554,43592256;"(03488438000159) COLUNA CONSTRUCOES E COMERCIO LTDA."
24495;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Rua Vereador José Cardoso Cruz";"Araruama";"RJ";54,04;"atrasada";994465,175398791;"(02943247000177) ALPHA TERRAPLANAGEM E CONSTRUCAO LTDA"
24496;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Ana Nery";"Araruama";"RJ";7,15;"atrasada";390773,119128343;"(02943247000177) ALPHA TERRAPLANAGEM E CONSTRUCAO LTDA"
24513;"PAC 2 - CRECHE/PRÉ-ESCOLA  005";"AV PREFEITO GILBERTO ANTUNES";"Itaboraí";"RJ";67,07;"atrasada";1327465,49767627;"(03132777000106) DIGITALMAQ COMERCIO E SERVICOS LTDA"
24516;"Belmonte";"Rua José de Souza Ramos";"Volta Redonda";"RJ";0;"atrasada";281951,915377322;"(19823656000132) IRMAOS VASCONCELOS LTDA - EPP"
24545;"CRECHE MARCOS FREIRE III";"AVENIDA COLETRORA C";"Nossa Senhora do Socorro";"SE";58,51;"atrasada";437546,879463095;NA
24566;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Carlos Santiago, s/n esquina com a Rua Hidelbrando Luis do Rego";"Maruim";"SE";51,1;"atrasada";456229,829399258;"(24491597000182) CONSTRUTORA EXPANSAO LTDA - ME"
24572;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA SÃO JOÃO, S/N";"Avelino Lopes";"PI";80,9;"atrasada";1303601,84057709;"(01783434000178) AMADO PEREIRA DE SOUSA SANTOS - ME"
24575;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";NA;"Buriti dos Lopes";"PI";99,07;"atrasada";1909748,10416073;"(05816398000152) L & L SERVICOS E CONSTRUCOES LTDA"
24587;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Rua João Lunardini";"São Borja";"RS";9,16;"atrasada";1047204,01746151;"(04117464000133) NILTON MACHADO DE ARAUJO & CIA LTDA."
24589;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Raimundo José Leite";"Pedro II";"PI";51,95;"atrasada";697835,068318647;"(04361448000191) APICE MODA INFANTO-JUVENIL LTDA."
24592;"PAC 2 - EMEI COLINAS";NA;"Cachoeirinha";"RS";92,87;"atrasada";1855781,38861673;"(10883053000151) CONSTRUTORA B & D LTDA"
24593;"PAC 2 - EMEI Central Park";NA;"Cachoeirinha";"RS";57,7;"atrasada";1132988,8666504;"(10883053000151) CONSTRUTORA B & D LTDA"
24596;"CONSTRUÇÃO DE UMA CRECHE TIPO B NO BAIRRO AEROPORTO";"RUA PROJETADA Nº 01";"São Raimundo Nonato";"PI";0;"atrasada";357529,539846259;"(11273022000141) TERESINA ENGENHARIA LTDA"
24597;"CONSTRUÇÃO DE UMA CRECHE TIPO B NO BAIRRO SANTA LUZIA";"RUA PROJETADA Nº 01";"São Raimundo Nonato";"PI";0;"atrasada";382817,501370729;"(11273022000141) TERESINA ENGENHARIA LTDA"
24605;"PAC 2 - CRECHE no RES. EDUARDO COSTA";"Residencial Eduardo Costa";"Teresina";"PI";0;"atrasada";1078551,5328328;"(09200339000106) CONSTRUTORA NORMA LTDA ME"
24641;"PAC 2 - CRECHE/PRÉ-ESCOLA  006";"Rua Dr João Novaes";"Abaetetuba";"PA";87,22;"atrasada";1569176,29063589;"(17073667000117) M. F. JUNIOR DE CARVALHO DA COSTA - ME"
24649;"PROINFÂNCIA PEDREIRINHA";"Rua da Pedreirinha";"Ananindeua";"PA";50,6;"atrasada";892629,136792973;"(07370510000108) AUAD E BASTOS LTDA EPP"
24667;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Travessa Antonio Imbiriba Guerreiro";"Oriximiná";"PA";56,7;"atrasada";903109,030225341;"(11959412000170) MONTEIRO & FIGUEIRA SERVICOS LTDA - EPP"
24678;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Antônio Amaro de Araújo";"Belo Jardim";"PE";64,17;"atrasada";629509,070589188;"(10644806000176) ECO CONSTRUTORA & INCORPORADORA LTDA"
24759;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua: Projetada";"Trindade";"PE";34,58;"atrasada";858933,263915214;"(02262405000123) AVANCAR CONSTRUCOES E PROJETOS LTDA."
24783;"PAC 2 - CRECHE/PRÉ-ESCOLA  004";NA;"Garanhuns";"PE";88,14;"atrasada";1337938,14464473;"(08978001000117) A J P ENGENHARIA LTDA EPP"
24784;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA ANTÔNIO CARLOS JOBIM";"Garanhuns";"PE";94,39;"atrasada";1578599,75451684;"(08978001000117) A J P ENGENHARIA LTDA EPP"
24785;"PAC 2 - CRECHE/PRÉ-ESCOLA  003";"RUA JAIME OVALE - LOT. MASSARANDUBA";"Garanhuns";"PE";63,17;"atrasada";836211,337032629;"(08978001000117) A J P ENGENHARIA LTDA EPP"
24786;"PAC 2 - CRECHE/PRÉ-ESCOLA  006";"RUA MÁRIO NOTARO";"Garanhuns";"PE";54,62;"atrasada";836211,323551317;"(08978001000117) A J P ENGENHARIA LTDA EPP"
24791;"Centro Municipal de Educação Infantil Campos Elísios";"Rua Benjamin Constant";"Anápolis";"GO";71,93;"atrasada";1344564,85647639;"(05243015000102) F M G CONSTRUCOES E INCORPORACOES LTDA ME"
24799;"Centro Municipal de Educação Infantil Pedro Ludovico";"Rua Paulo Sérgio Alves";"Anápolis";"GO";63,8;"atrasada";896376,570984259;"(05243015000102) F M G CONSTRUCOES E INCORPORACOES LTDA ME"
24839;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";NA;"Guapó";"GO";78,06;"atrasada";1406695,71960747;"(13421418000114) IRON SOUSA MARTINS 32008074153"
24840;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Roberto Dentinho, Área Institucional 15";"Quirinópolis";"GO";85,88;"atrasada";1821830,51278649;"(14460724000122) ADM ENGENHARIA LTDA"
24855;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua 53 esquina com Rua 10-A";"Goianésia";"GO";96,41;"atrasada";1798876,15154899;"(02919090000144) RG ENGENHARIA CONSULTORIA E COMERCIO LTDA"
24922;"SANTA MARGARIDA";"RUA BOM PASTOR";"Guarapari";"ES";37,37;"atrasada";792017,14349359;"(09121131000100) CONSTRUTORA ZANETTI LTDA - EPP"
24925;"CMEI JARDIM CARAPINA";"Rua Mucuri";"Serra";"ES";86,26;"atrasada";1485640,1107668;"(30733976000134) CONSTRUTORA E INCORPORADORA ARAGUAIA LTDA"
24927;"CMEI RESID CENTRO DA SERRA";"Rua Azaléia";"Serra";"ES";97,88;"atrasada";799003,738942608;"(00547345000160) MILANO CONSTRUCOES E SERVICOS LTDA."
24931;"CMEI MORADA DE LARANJEIRAS";"Rua Itaipava";"Serra";"ES";96,83;"atrasada";1132362,74060714;"(08729407000166) PERC CONSTRUCOES E INCORPORACOES LTDA - EPP"
24932;"CMEI CENTRAL CARAPINA";"Rua Distrito Federal";"Serra";"ES";21,93;"atrasada";466448,776192586;"(03121497000194) SCARDINE E MIRANDA CONSTRUCOES E REFORMAS LTDA-ME"
24935;"CMEI JOSÉ DE ANCHIETA II";"Rua Projetada";"Serra";"ES";70;"atrasada";977394,805812514;"(39629787000190) POTENS ENGENHARIA CONSTRUCOES E SERVICOS LTDA"
25027;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"AL 101 Norte ";"Maragogi";"AL";0;"atrasada";350217,98867602;"(19037895000167) H L CONSTRUCOES E SERVICOS LTDA - EPP"
25077;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001";"Prefeitura Municipal de Barreiras Avenida Clériston Andrade, 729";"Barreiras";"BA";0;"atrasada";358164,156933296;"(12312989000158) EISA - ENGENHARIA LTDA"
25078;"PAC 2 - CRECHE/PRÉ-ESCOLA  BAIRRO MORADA DA LUA 006";"Prefeitura Municipal de Barreiras Avenida Clériston Andrade, 729";"Barreiras";"BA";0;"atrasada";890907,458949262;"(12312989000158) EISA - ENGENHARIA LTDA"
25081;"PAC 2 - CRECHE/PRÉ-ESCOLA BAIRRO CASCALHEIRA   003";"Prefeitura Municipal de Barreiras Avenida Clériston Andrade, 729";"Barreiras";"BA";3,86;"atrasada";717151,779351349;"(12312989000158) EISA - ENGENHARIA LTDA"
25082;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua BA-046-Km01- Sitio Áquas Claras";"Utinga";"BA";11,54;"atrasada";292045,997464399;"(04890902000100) MASTER SERVICOS TECNICOS LTDA"
25083;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua José Ferreira Rocha";"Tremedal";"BA";24,09;"atrasada";390918,964796028;"(07301929000108) INTERBAHIA CONSTRUCOES E EDIFICACOES LTDA"
25094;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Trv Duque de Caxias";"São Desidério";"BA";45,23;"atrasada";1311476,0148292;"(14459040000100) CONSTRUTORA, TRANSPORTES E LOCACAO DE MAQUINAS IEOVA SHAMMAH LTDA - ME"
25095;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Apolinário Dias Guimarães";"São Desidério";"BA";51,98;"atrasada";1755832,74974417;"(14459040000100) CONSTRUTORA, TRANSPORTES E LOCACAO DE MAQUINAS IEOVA SHAMMAH LTDA - ME"
25097;"Creche Comunidade da Conga";"Comunidade de Conga";"Santo Estêvão";"BA";99,95;"atrasada";913799,713306886;"(12455534000191) SOLCON CONSTRUCOES LTDA - ME"
25114;"CRECHE TIA KEL";NA;"Miguel Calmon";"BA";60,78;"atrasada";960985,245291083;"(19179767000158) JOELSON RAFAEL ALVES CONSTRUCAO TRANSPORTE E SERVICOS EIRELI - EPP"
25121;"Terreno Nossa Senhora Salete";"Rua Luiz Tortato";"Caçador";"SC";89,29;"atrasada";1705353,52821996;"(81601171000178) NL CONSTRUCOES LTDA"
25130;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA CÉLITO CORREA";"Imbituba";"SC";80,74;"atrasada";1463832,89688554;"(01375841000146) CONSTRUTORA FORMIGONI LTDA"
25136;"ÁREA RESIDENCIAL PADRE RISSO";NA;"Pinheiro";"MA";58,71;"atrasada";979552,098801222;"(06216645000142) D. A. CONSTRUCOES LTDA."
25137;"ÁREA EDVALDO MORAES";NA;"Pinheiro";"MA";80,89;"atrasada";1547695,96387927;"(06216645000142) D. A. CONSTRUCOES LTDA."
25138;"ÁREA VILA FILUCA";"RUA PROJETADA";"Pinheiro";"MA";51,43;"atrasada";1273418,27173845;"(02445026000179) ASTROS-CONSTRUCAO TERRAPLANAGEM E COMERCIO LTDA"
25139;"ÁREA PARAISO";"RUA DA ESCOLA, MA-006";"Pinheiro";"MA";77,93;"atrasada";1273417,70552336;"(06216645000142) D. A. CONSTRUCOES LTDA."
25150;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Francisco Alves Nepomuceno";"São Francisco do Maranhão";"MA";13,52;"atrasada";391511,961098031;"(17257344000183) LOPES E LOPES LTDA - EPP"
25161;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"COMUNIDADE MOCAMBINHO";"Buriti";"MA";61,63;"atrasada";501304,276339006;"(05998388000185) CONSTRUTORA CENTRO DO PERITORO LTDA"
25162;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"SÃO FRANCISCOSAQUINHO";"Buriti";"MA";77,16;"atrasada";457599,090421338;"(05998388000185) CONSTRUTORA CENTRO DO PERITORO LTDA"
25168;"PAC 2 - CRECHE/PRÉ-ESCOLA SERTÃOZINHO";"Rua Angelica";"Penalva";"MA";48,79;"atrasada";1341207,98288621;"(08714924000161) MARCOZZI CONSTRUCOES LTDA"
25169;"PAC 2 - CRECHE/PRÉ-ESCOLA PIÇARREIRA";"Rua Roseana Sarney";"Penalva";"MA";54,92;"atrasada";914537,205608529;"(08714924000161) MARCOZZI CONSTRUCOES LTDA"
25172;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA BARCELONA";"Rosário";"MA";57,93;"atrasada";1064315,42855433;"(63407803000185) ADILSON LUIZ CASTELO BRANCO ROCHA"
25180;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA SEBASTIÃO ALMEIDA";"Chapadinha";"MA";64,92;"atrasada";939399,683767879;"(08277932000198) DELTA PROJETOS E CONSTRUCOES LTDA."
25182;"CRECHE SAO FRANCISCO";NA;"Zé Doca";"MA";54,37;"atrasada";977126,217638374;"(13017783000168) CONSTRUTORA SALES SOARES LTDA - ME"
25186;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua A-01 c/ Rua B-09";"São Vicente Ferrer";"MA";37,41;"atrasada";1469328,1684238;NA
25188;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Rua João José Martins";"São José";"SC";0;"atrasada";392277,632199285;"(07494338000196) THOME EMPREENDIMENTOS IMOBILIARIOS LTDA"
25209;"Creche - Rua São Francisco";"Rua São Francisco";"Buriticupu";"MA";15,08;"atrasada";969233,556707462;"(07338438000123) M.A PLANEJAMENTO E CONSULTORIA LTDA"
25213;"CEI Lot. Pe. Roma";"Rua Treviso";"Joinville";"SC";60,95;"atrasada";760751,177415658;"(73461170000147) AZ CONSTRUCOES LTDA"
25214;"CEI Lot. Nova Vila";"Rua Rolando Gurske";"Joinville";"SC";54,11;"atrasada";950938,95828826;"(09353709000145) HOEFT & HOEFT CONSTRUCOES CIVIS LTDA"
25215;"CEI Lot. Cattoni";"Rua Inambu";"Joinville";"SC";51,67;"atrasada";760751,177415658;"(73461170000147) AZ CONSTRUCOES LTDA"
25217;"CEI Rua Laercio Beninca";"Rua Laércio Beninca";"Joinville";"SC";87,81;"atrasada";1179164,31420922;"(09353709000145) HOEFT & HOEFT CONSTRUCOES CIVIS LTDA"
25219;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001";"Rua C esquina com a Rua B";"Araguari";"MG";24,08;"atrasada";464487,849789435;"(16823213000153) CONSTRAL CONSTRUTORA ARAUJO LTDA"
25222;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua 06 esquina Rua 11";"Andradas";"MG";85,18;"atrasada";1957797,97982497;"(04251267000102) CONSTRUTORA GREGAL LTDA"
25223;"PAC 2 - CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL CIDADE NOVA";"Rua Um";"Almenara";"MG";92,37;"atrasada";1711139,64503959;"(08708665000166) VANDERLINO DE SOUSA MEIRA"
25247;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Rua Gumercindo Costa Primo";"Rio Pardo de Minas";"MG";98,37;"atrasada";1847381,45883227;"(71501985000187) RAZAO - ENGENHARIA E CONSTRUCOES LTDA"
25264;"Creche do Bairro Monsenhor Horta";" Rua Tom Jobin";"Ibirité";"MG";85,2;"atrasada";1295628,22056869;"(02546160000166) SEGURANCA CONSTRUCOES LTDA"
25265;"Creche do Bairro Ouro Negro";"Rua das Hortências ";"Ibirité";"MG";47,13;"atrasada";938861,024122307;"(02546160000166) SEGURANCA CONSTRUCOES LTDA"
25299;"PAC 2 - CRECHE/PRÉ-ESCOLA - Rio Bonito";"Rua Virginio Trevisan";"Irati";"PR";0;"atrasada";264454,992693486;"(04129613000184) G.J. CONSTRUCOES LTDA. ME"
