"Município";"UF";"total_obras";"gasto_total_mi";"obras_atrasadas";"perc_atrasada";"gasto_atrasadas_mi";"obras_paralisadas";"perc_paralisada";"gasto_paralisadas_mi"
"Campo Alegre de Lourdes";"BA";1;0,27;0;0;NA;1;1;0,27
"Campo Belo";"MG";2;0,94;0;0;NA;NA;NA;NA
"Campo Florido";"MG";1;3,77;0;0;NA;NA;NA;NA
"Campo Formoso";"BA";1;0,27;0;0;NA;1;1;0,27
"Campo Grande";"MS";25;21,17;0;0;NA;12;0,48;9,35
"Campo Largo";"PR";4;1,76;0;0;NA;3;0,75;1,27
"Campo Limpo Paulista";"SP";1;0,46;0;0;NA;NA;NA;NA
"Campo Maior";"PI";3;0,74;1;0,33;0,1;1;0,33;0,15
"Campo Mourão";"PR";3;1,26;0;0;NA;NA;NA;NA
"Campo Redondo";"RN";1;0,41;0;0;NA;NA;NA;NA
"Campo Verde";"MT";1;0,53;0;0;NA;NA;NA;NA
"Campos de Júlio";"MT";1;0,72;0;0;NA;NA;NA;NA
"Campos dos Goytacazes";"RJ";8;5,38;1;0,12;1,79;5;0,62;2,92
"Campos Lindos";"TO";1;0,96;0;0;NA;NA;NA;NA
"Campos Sales";"CE";1;1,95;0;0;NA;1;1;1,95
"Canaã dos Carajás";"PA";2;1,76;0;0;NA;2;1;1,76
"Canabrava do Norte";"MT";1;0,42;0;0;NA;1;1;0,42
"Canápolis";"MG";1;1,77;0;0;NA;NA;NA;NA
"Canarana";"BA";1;0,85;0;0;NA;1;1;0,85
"Canarana";"MT";4;3,16;0;0;NA;4;1;3,16
"Canavieiras";"BA";1;1,91;0;0;NA;1;1;1,91
"Candeias";"MG";1;0,47;0;0;NA;NA;NA;NA
"Candelária";"RS";1;0,54;0;0;NA;1;1;0,54
"Cândido de Abreu";"PR";1;0,46;0;0;NA;NA;NA;NA
"Cândido Mendes";"MA";5;2,36;4;0,8;1,51;1;0,2;0,85
"Cândido Sales";"BA";2;3,04;0;0;NA;2;1;3,04
"Canela";"RS";1;0,39;0;0;NA;1;1;0,39
"Canguaretama";"RN";3;2,11;0;0;NA;1;0,33;1,11
"Canguçu";"RS";3;4,44;0;0;NA;1;0,33;1,76
"Canindé";"CE";1;0,49;0;0;NA;NA;NA;NA
"Canindé de São Francisco";"SE";1;0,42;0;0;NA;1;1;0,42
"Canoas";"RS";7;18,44;0;0;NA;6;0,86;17,99
"Cantá";"RR";1;0,38;0;0;NA;1;1;0,38
"Cantagalo";"PR";1;1,07;0;0;NA;NA;NA;NA
"Canto do Buriti";"PI";2;2,86;2;1;2,86;NA;NA;NA
"Canudos";"BA";2;4,96;0;0;NA;NA;NA;NA
"Canudos do Vale";"RS";1;0,97;0;0;NA;NA;NA;NA
"Capanema";"PA";2;1,1;0;0;NA;1;0,5;0,55
"Capão Alto";"SC";1;0,7;0;0;NA;NA;NA;NA
"Capão Bonito";"SP";1;0,99;0;0;NA;NA;NA;NA
"Capão do Cipó";"RS";1;0,89;0;0;NA;NA;NA;NA
"Capão do Leão";"RS";2;1,83;0;0;NA;2;1;1,83
"Capela";"AL";1;0,42;0;0;NA;1;1;0,42
"Capela";"SE";1;1,49;0;0;NA;1;1;1,49
"Capelinha";"MG";3;1,66;3;1;1,66;NA;NA;NA
"Capinzal do Norte";"MA";4;3,78;4;1;3,78;NA;NA;NA
"Capistrano";"CE";3;1,19;0;0;NA;3;1;1,19
"Capitão Enéas";"MG";1;1,85;0;0;NA;1;1;1,85
"Capitão Poço";"PA";3;2,9;0;0;NA;NA;NA;NA
"Capivari";"SP";2;0,77;0;0;NA;NA;NA;NA
"Capixaba";"AC";1;0,83;0;0;NA;NA;NA;NA
"Capoeiras";"PE";1;0,26;0;0;NA;NA;NA;NA
"Caputira";"MG";1;0,46;0;0;NA;1;1;0,46
"Caracol";"PI";1;0,29;1;1;0,29;NA;NA;NA
"Caraí";"MG";1;0,91;0;0;NA;1;1;0,91
"Carangola";"MG";2;0,51;1;0,5;0,26;1;0,5;0,26
"Carapebus";"RJ";1;0,43;0;0;NA;NA;NA;NA
"Carapicuíba";"SP";10;9,82;6;0,6;3,43;2;0,2;1,01
"Caratinga";"MG";1;0,94;0;0;NA;NA;NA;NA
"Carauari";"AM";2;1,98;0;0;NA;NA;NA;NA
"Caraúbas";"RN";1;0,92;0;0;NA;1;1;0,92
"Caravelas";"BA";1;0,25;0;0;NA;NA;NA;NA
"Carazinho";"RS";1;0,73;0;0;NA;1;1;0,73
"Careiro";"AM";1;1,84;0;0;NA;1;1;1,84
"Cariacica";"ES";3;1,14;0;0;NA;NA;NA;NA
"Caridade";"CE";2;2,43;0;0;NA;NA;NA;NA
"Carinhanha";"BA";2;4,11;0;0;NA;2;1;4,11
"Carira";"SE";1;0,28;0;0;NA;NA;NA;NA
"Cariré";"CE";1;0,59;0;0;NA;NA;NA;NA
"Caririaçu";"CE";1;0,87;0;0;NA;1;1;0,87
"Carlinda";"MT";1;1,28;1;1;1,28;NA;NA;NA
"Carlos Barbosa";"RS";1;0,76;0;0;NA;NA;NA;NA
"Carmo do Rio Claro";"MG";1;0,41;0;0;NA;NA;NA;NA
"Carmópolis";"SE";1;0,4;0;0;NA;NA;NA;NA
"Carmópolis de Minas";"MG";1;0,62;0;0;NA;NA;NA;NA
"Carnaíba";"PE";1;1,18;0;0;NA;NA;NA;NA
"Carnaubal";"CE";1;1,63;0;0;NA;1;1;1,63
"Carnaubeira da Penha";"PE";1;0,27;1;1;0,27;NA;NA;NA
"Carolina";"MA";5;2,86;1;0,2;0,15;3;0,6;2,16
"Carpina";"PE";2;1,42;2;1;1,42;NA;NA;NA
"Caruaru";"PE";11;5,87;0;0;NA;5;0,45;2,8
"Carvalhos";"MG";1;0,38;0;0;NA;NA;NA;NA
"Casa Branca";"SP";1;1,3;0;0;NA;1;1;1,3
"Casa Nova";"BA";5;3,51;0;0;NA;5;1;3,51
"Cascavel";"CE";2;2,53;0;0;NA;1;0,5;1,51
"Cascavel";"PR";3;1,53;0;0;NA;1;0,33;0,63
"Caseiros";"RS";1;0,11;0;0;NA;NA;NA;NA
"Casimiro de Abreu";"RJ";1;0,86;0;0;NA;NA;NA;NA
"Cassilândia";"MS";1;1,25;0;0;NA;NA;NA;NA
"Castanhal";"PA";8;5,25;1;0,12;1,75;5;0,62;2,7
"Castanheira";"MT";1;0,53;0;0;NA;NA;NA;NA
"Castelo";"ES";1;1,56;0;0;NA;NA;NA;NA
"Castelo do Piauí";"PI";1;2,93;0;0;NA;NA;NA;NA
"Castilho";"SP";1;0,46;0;0;NA;NA;NA;NA
"Cataguases";"MG";1;2,04;0;0;NA;NA;NA;NA
"Catalão";"GO";2;0,86;0;0;NA;NA;NA;NA
"Catanduva";"SP";1;1,11;0;0;NA;1;1;1,11
"Catende";"PE";2;0,7;0;0;NA;1;0,5;0,42
"Catingueira";"PB";1;1,11;0;0;NA;1;1;1,11
"Catu";"BA";2;0,76;0;0;NA;NA;NA;NA
"Catuípe";"RS";1;2,74;1;1;2,74;NA;NA;NA
"Caucaia";"CE";8;5,73;1;0,12;0,9;6;0,75;4,42
"Cavalcante";"GO";4;4,8;1;0,25;1,43;3;0,75;3,37
"Caxias";"MA";1;1,19;0;0;NA;NA;NA;NA
"Caxingó";"PI";2;0,43;0;0;NA;NA;NA;NA
"Ceará-Mirim";"RN";4;3,97;0;0;NA;1;0,25;0,91
"Celso Ramos";"SC";1;0,75;0;0;NA;NA;NA;NA
"Centenário";"TO";1;0,89;0;0;NA;1;1;0,89
"Central";"BA";6;2,76;1;0,17;0,06;3;0,5;2,36
"Cerro Azul";"PR";1;0,6;0;0;NA;1;1;0,6
"Cesário Lange";"SP";1;1,49;0;0;NA;1;1;1,49
"Cezarina";"GO";1;1,38;1;1;1,38;NA;NA;NA
"Chã de Alegria";"PE";1;0,33;1;1;0,33;NA;NA;NA
"Chã Grande";"PE";1;0,83;0;0;NA;1;1;0,83
"Chã Preta";"AL";1;0,27;0;0;NA;1;1;0,27
"Chapada Gaúcha";"MG";1;0,9;0;0;NA;NA;NA;NA
"Chapadinha";"MA";3;2,51;3;1;2,51;NA;NA;NA
"Chapecó";"SC";1;0,45;0;0;NA;NA;NA;NA
"Charqueadas";"RS";1;0,24;0;0;NA;NA;NA;NA
"Chaval";"CE";1;0,43;1;1;0,43;NA;NA;NA
"Chavantes";"SP";1;0,25;0;0;NA;NA;NA;NA
"Chaves";"PA";33;1,48;17;0,52;0,73;9;0,27;0,5
"Chopinzinho";"PR";1;0,29;0;0;NA;NA;NA;NA
"Chorozinho";"CE";1;0,64;0;0;NA;NA;NA;NA
"Chorrochó";"BA";1;0,49;0;0;NA;1;1;0,49
"Cianorte";"PR";1;1,62;0;0;NA;NA;NA;NA
"Cícero Dantas";"BA";1;0,57;0;0;NA;NA;NA;NA
"Cidade Gaúcha";"PR";2;2,73;0;0;NA;2;1;2,73
"Cidade Ocidental";"GO";2;1,92;0;0;NA;2;1;1,92
"Cidelândia";"MA";4;3,7;2;0,5;1;1;0,25;1,78
"Cipó";"BA";1;0,83;0;0;NA;NA;NA;NA
"Cláudia";"MT";1;0,29;0;0;NA;1;1;0,29
"Cláudio";"MG";1;1,04;0;0;NA;NA;NA;NA
"Clevelândia";"PR";1;1,01;0;0;NA;1;1;1,01
"Coari";"AM";9;7,36;0;0;NA;7;0,78;7,34
"Cocal";"PI";2;1,41;1;0,5;0,43;1;0,5;0,98
"Cocalzinho de Goiás";"GO";1;1,71;0;0;NA;NA;NA;NA
"Cocos";"BA";1;1,76;1;1;1,76;NA;NA;NA
"Codajás";"AM";1;0,95;0;0;NA;1;1;0,95
"Codó";"MA";5;4,83;0;0;NA;NA;NA;NA
"Coelho Neto";"MA";8;12,19;0;0;NA;8;1;12,19
"Coité do Nóia";"AL";1;0,56;0;0;NA;1;1;0,56
"Colares";"PA";3;0,94;0;0;NA;3;1;0,94
"Colina";"SP";1;1,51;1;1;1,51;NA;NA;NA
"Colinas";"MA";3;3,53;0;0;NA;3;1;3,53
"Colniza";"MT";3;3,53;0;0;NA;2;0,67;3,08
"Colômbia";"SP";1;1,37;0;0;NA;NA;NA;NA
"Colombo";"PR";5;1,99;0;0;NA;3;0,6;1,34
"Colônia Leopoldina";"AL";3;1,41;0;0;NA;2;0,67;1,14
"Colorado";"PR";1;0,46;1;1;0,46;NA;NA;NA
"Coluna";"MG";1;0,26;0;0;NA;NA;NA;NA
"Comodoro";"MT";9;2,42;0;0;NA;1;0,11;0,56
"Conceição";"PB";1;1,46;0;0;NA;1;1;1,46
"Conceição da Feira";"BA";1;1,26;1;1;1,26;NA;NA;NA
"Conceição das Alagoas";"MG";1;2,24;0;0;NA;NA;NA;NA
"Conceição de Ipanema";"MG";1;0,64;0;0;NA;1;1;0,64
"Conceição de Macabu";"RJ";1;0,43;0;0;NA;NA;NA;NA
"Conceição do Almeida";"BA";1;0,78;1;1;0,78;NA;NA;NA
"Conceição do Araguaia";"PA";4;3,97;0;0;NA;3;0,75;3,43
"Conceição do Jacuípe";"BA";1;0,16;0;0;NA;NA;NA;NA
"Conceição do Lago-Açu";"MA";1;0,98;0;0;NA;NA;NA;NA
"Conceição do Mato Dentro";"MG";1;1,95;0;0;NA;1;1;1,95
"Conceição do Rio Verde";"MG";1;1,51;0;0;NA;1;1;1,51
"Conceição do Tocantins";"TO";2;1,81;0;0;NA;1;0,5;0,88
"Conchal";"SP";2;0,12;0;0;NA;NA;NA;NA
"Concórdia";"SC";2;1,34;0;0;NA;NA;NA;NA
"Concórdia do Pará";"PA";12;2,8;0;0;NA;NA;NA;NA
"Condado";"PB";1;1,39;0;0;NA;1;1;1,39
"Condado";"PE";2;3,09;0;0;NA;1;0,5;1,77
"Conde";"BA";5;3,97;0;0;NA;3;0,6;2,73
"Conde";"PB";1;0,28;0;0;NA;NA;NA;NA
"Condeúba";"BA";1;1,36;0;0;NA;1;1;1,36
"Cônego Marinho";"MG";1;0,38;0;0;NA;1;1;0,38
"Congonhas";"MG";2;1,82;1;0,5;1,34;NA;NA;NA
"Conquista";"MG";1;0,43;0;0;NA;NA;NA;NA
"Conselheiro Lafaiete";"MG";2;2,28;0;0;NA;NA;NA;NA
"Constantina";"RS";1;1,97;0;0;NA;NA;NA;NA
"Contagem";"MG";6;2,79;1;0,17;0,58;NA;NA;NA
"Coração de Jesus";"MG";2;1,79;0;0;NA;1;0,5;0,46
"Cordeiro";"RJ";1;0,25;0;0;NA;1;1;0,25
"Cordeirópolis";"SP";1;0,87;0;0;NA;NA;NA;NA
"Cordeiros";"BA";2;2,03;0;0;NA;NA;NA;NA
"Coremas";"PB";1;1,04;0;0;NA;NA;NA;NA
"Coribe";"BA";1;0,51;0;0;NA;NA;NA;NA
"Corinto";"MG";1;0,39;0;0;NA;NA;NA;NA
"Cornélio Procópio";"PR";2;2,17;2;1;2,17;NA;NA;NA
"Coroatá";"MA";2;2,2;0;0;NA;2;1;2,2
"Coronel Fabriciano";"MG";1;0,42;0;0;NA;NA;NA;NA
"Coronel João Pessoa";"RN";1;0,4;0;0;NA;1;1;0,4
"Coronel João Sá";"BA";1;0,64;0;0;NA;1;1;0,64
"Coronel Sapucaia";"MS";1;1,11;0;0;NA;1;1;1,11
"Correia Pinto";"SC";1;0,59;0;0;NA;NA;NA;NA
"Correntes";"PE";1;0,25;0;0;NA;1;1;0,25
"Correntina";"BA";1;1,61;0;0;NA;1;1;1,61
"Cortês";"PE";2;1,55;0;0;NA;NA;NA;NA
"Corumbá";"MS";2;2,45;1;0,5;1,54;NA;NA;NA
"Corumbá de Goiás";"GO";1;0,98;0;0;NA;1;1;0,98
"Cosmópolis";"SP";1;0,9;0;0;NA;1;1;0,9
"Costa Rica";"MS";1;1,07;0;0;NA;1;1;1,07
"Cotegipe";"BA";2;1,15;0;0;NA;NA;NA;NA
"Cotia";"SP";5;2;0;0;NA;2;0,4;0,78
"Couto Magalhães";"TO";2;2,38;0;0;NA;1;0,5;1,27
"Coxim";"MS";1;1,11;0;0;NA;1;1;1,11
"Crato";"CE";3;2,08;0;0;NA;NA;NA;NA
"Crisópolis";"BA";1;0,54;0;0;NA;NA;NA;NA
"Cristal";"RS";1;1,08;1;1;1,08;NA;NA;NA
"Cristinápolis";"SE";1;0,89;0;0;NA;1;1;0,89
"Cristino Castro";"PI";1;0,79;0;0;NA;NA;NA;NA
"Cristópolis";"BA";1;0,98;0;0;NA;1;1;0,98
"Cromínia";"GO";1;1,11;0;0;NA;NA;NA;NA
"Cruz Alta";"RS";2;1,51;0;0;NA;NA;NA;NA
"Cruz das Almas";"BA";2;1,09;1;0,5;0,6;NA;NA;NA
"Cruz Machado";"PR";1;0,46;0;0;NA;NA;NA;NA
"Cruzeiro";"SP";1;0,74;0;0;NA;NA;NA;NA
"Cruzeiro do Sul";"AC";5;2,42;0;0;NA;1;0,2;0,27
"Cruzeiro do Sul";"RS";1;0,98;1;1;0,98;NA;NA;NA
"Cubatão";"SP";4;1,45;0;0;NA;NA;NA;NA
"Cubati";"PB";1;0,49;0;0;NA;NA;NA;NA
"Cuiabá";"MT";11;15,55;0;0;NA;2;0,18;6,92
"Cumaru";"PE";1;0,42;0;0;NA;1;1;0,42
"Cumbe";"SE";1;0,56;0;0;NA;1;1;0,56
"Cunha";"SP";1;0,69;0;0;NA;1;1;0,69
"Cupira";"PE";1;0,43;0;0;NA;NA;NA;NA
"Curaçá";"BA";3;3,54;0;0;NA;3;1;3,54
"Curitiba";"PR";1;1,24;0;0;NA;1;1;1,24
"Curitibanos";"SC";1;0,66;0;0;NA;NA;NA;NA
"Curiúva";"PR";1;0,39;0;0;NA;1;1;0,39
"Currais";"PI";1;0,42;0;0;NA;NA;NA;NA
"Currais Novos";"RN";2;1,74;1;0,5;1,11;NA;NA;NA
"Curral de Dentro";"MG";1;1,01;0;0;NA;NA;NA;NA
"Curralinho";"PA";22;4,79;0;0;NA;18;0,82;3,2
"Curuçá";"PA";5;3,85;2;0,4;1,14;2;0,4;2,38
"Cururupu";"MA";2;2,94;0;0;NA;2;1;2,94
"Custódia";"PE";1;0,42;0;0;NA;NA;NA;NA
"Damianópolis";"GO";1;0,41;0;0;NA;1;1;0,41
"Darcinópolis";"TO";1;1,33;0;0;NA;1;1;1,33
"Delmiro Gouveia";"AL";4;1,75;0;0;NA;2;0,5;0,85
"Demerval Lobão";"PI";1;0,58;1;1;0,58;NA;NA;NA
"Denise";"MT";1;1,06;0;0;NA;NA;NA;NA
"Deodápolis";"MS";1;0,97;1;1;0,97;NA;NA;NA
"Deputado Irapuan Pinheiro";"CE";1;0,46;0;0;NA;NA;NA;NA
"Diadema";"SP";3;3,89;0;0;NA;NA;NA;NA
"Diamante D'Oeste";"PR";1;1,16;0;0;NA;NA;NA;NA
"Diamantina";"MG";1;0,47;0;0;NA;NA;NA;NA
"Dionísio Cerqueira";"SC";1;0,25;0;0;NA;NA;NA;NA
"Dirceu Arcoverde";"PI";1;0,95;0;0;NA;1;1;0,95
"Divina Pastora";"SE";1;0,42;0;0;NA;NA;NA;NA
"Divino";"MG";2;0,91;0;0;NA;NA;NA;NA
"Divinolândia de Minas";"MG";1;0,84;1;1;0,84;NA;NA;NA
"Divinópolis";"MG";2;0,94;0;0;NA;NA;NA;NA
"Divinópolis de Goiás";"GO";1;1,9;0;0;NA;1;1;1,9
"Divinópolis do Tocantins";"TO";1;1,09;0;0;NA;1;1;1,09
"Dois Córregos";"SP";1;1,35;0;0;NA;1;1;1,35
"Dois Irmãos do Buriti";"MS";1;1,06;0;0;NA;1;1;1,06
"Dois Lajeados";"RS";1;1,78;1;1;1,78;NA;NA;NA
"Dois Vizinhos";"PR";2;1,85;0;0;NA;NA;NA;NA
"Dom Bosco";"MG";1;0,42;0;0;NA;1;1;0,42
"Dom Eliseu";"PA";2;1,58;0;0;NA;2;1;1,58
"Dom Inocêncio";"PI";1;0,98;0;0;NA;1;1;0,98
"Dom Pedro";"MA";5;4,65;0;0;NA;1;0,2;0,49
"Domingos Mourão";"PI";1;0,83;0;0;NA;1;1;0,83
"Douradina";"MS";1;0,42;0;0;NA;1;1;0,42
"Dourados";"MS";7;7,47;1;0,14;1,16;NA;NA;NA
"Doutor Severiano";"RN";1;1,37;0;0;NA;NA;NA;NA
"Duas Estradas";"PB";1;0,61;0;0;NA;NA;NA;NA
"Duque Bacelar";"MA";1;0,92;0;0;NA;1;1;0,92
"Duque de Caxias";"RJ";5;3,98;0;0;NA;NA;NA;NA
"Eirunepé";"AM";3;1,73;0;0;NA;NA;NA;NA
"Eldorado do Sul";"RS";1;1,43;1;1;1,43;NA;NA;NA
"Eldorado dos Carajás";"PA";2;1,75;0;0;NA;NA;NA;NA
"Embu das Artes";"SP";1;0,8;0;0;NA;NA;NA;NA
"Encantado";"RS";1;2,2;0;0;NA;NA;NA;NA
"Encanto";"RN";1;1,06;0;0;NA;NA;NA;NA
"Engenheiro Beltrão";"PR";2;3,15;0;0;NA;NA;NA;NA
"Entre Rios";"BA";2;1,81;2;1;1,81;NA;NA;NA
"Envira";"AM";1;0,91;0;0;NA;1;1;0,91
"Erechim";"RS";2;1,45;0;0;NA;1;0,5;0,95
"Érico Cardoso";"BA";1;0,85;0;0;NA;NA;NA;NA
"Erval Grande";"RS";1;0,68;0;0;NA;NA;NA;NA
"Esmeraldas";"MG";3;1,13;0;0;NA;3;1;1,13
"Espera Feliz";"MG";1;0,48;0;0;NA;NA;NA;NA
"Esperança";"PB";1;0,17;0;0;NA;NA;NA;NA
"Esperantina";"PI";2;1,58;1;0,5;1;NA;NA;NA
"Esperantina";"TO";1;0,38;0;0;NA;NA;NA;NA
"Esperantinópolis";"MA";1;0,23;0;0;NA;NA;NA;NA
"Espinosa";"MG";1;0,7;0;0;NA;NA;NA;NA
"Espírito Santo";"RN";1;0,5;0;0;NA;NA;NA;NA
"Espírito Santo do Turvo";"SP";1;0,99;0;0;NA;1;1;0,99
"Esplanada";"BA";2;4,5;0;0;NA;NA;NA;NA
"Estância";"SE";4;2,15;0;0;NA;1;0,25;0,17
"Esteio";"RS";2;2,56;1;0,5;1,44;1;0,5;1,12
"Estreito";"MA";3;2,49;0;0;NA;1;0,33;0,5
"Estrela de Alagoas";"AL";1;0,42;0;0;NA;NA;NA;NA
"Euclides da Cunha";"BA";1;0,97;0;0;NA;NA;NA;NA
"Eugenópolis";"MG";2;2,09;0;0;NA;NA;NA;NA
"Eunápolis";"BA";5;5,81;0;0;NA;1;0,2;0,49
"Eusébio";"CE";2;1,19;0;0;NA;NA;NA;NA
"Extrema";"MG";1;0,47;1;1;0,47;NA;NA;NA
"Fagundes";"PB";1;0,43;0;0;NA;1;1;0,43
"Faina";"GO";2;1,24;0;0;NA;2;1;1,24
"Farroupilha";"RS";1;0,47;0;0;NA;1;1;0,47
"Fátima";"BA";2;1,52;0;0;NA;NA;NA;NA
"Faxinal dos Guedes";"SC";1;0,32;1;1;0,32;NA;NA;NA
"Fazenda Nova";"GO";1;0,53;1;1;0,53;NA;NA;NA
"Fazenda Rio Grande";"PR";4;5,56;1;0,25;1,51;NA;NA;NA
"Feijó";"AC";5;1,79;0;0;NA;1;0,2;0,36
"Feira de Santana";"BA";3;1,43;0;0;NA;NA;NA;NA
"Feira Grande";"AL";2;0,83;0;0;NA;1;0,5;0,41
"Feira Nova";"PE";1;0,17;0;0;NA;1;1;0,17
"Felixlândia";"MG";1;1,93;0;0;NA;1;1;1,93
"Feliz";"RS";1;0,44;1;1;0,44;NA;NA;NA
"Feliz Natal";"MT";1;0,98;0;0;NA;NA;NA;NA
"Fernando Falcão";"MA";1;0,91;0;0;NA;1;1;0,91
"Fervedouro";"MG";1;0,87;0;0;NA;1;1;0,87
"Figueirão";"MS";1;0,67;0;0;NA;NA;NA;NA
"Filadélfia";"BA";2;2,1;0;0;NA;NA;NA;NA
"Filadélfia";"TO";1;1,95;0;0;NA;1;1;1,95
"Flexeiras";"AL";1;0,27;0;0;NA;NA;NA;NA
"Floraí";"PR";1;1,11;0;0;NA;NA;NA;NA
"Florânia";"RN";1;1,86;0;0;NA;1;1;1,86
"Flores do Piauí";"PI";1;0,77;0;0;NA;1;1;0,77
"Floresta";"PE";3;2,94;0;0;NA;2;0,67;1,89
"Floresta do Araguaia";"PA";1;0,54;0;0;NA;1;1;0,54
"Florianópolis";"SC";3;1,79;0;0;NA;NA;NA;NA
"Flórida Paulista";"SP";1;0,64;0;0;NA;NA;NA;NA
"Fonte Boa";"AM";2;0,99;0;0;NA;2;1;0,99
"Formiga";"MG";1;0,26;0;0;NA;NA;NA;NA
"Formosa";"GO";2;1,23;0;0;NA;NA;NA;NA
"Formosa da Serra Negra";"MA";3;2,98;0;0;NA;2;0,67;1,59
"Formosa do Rio Preto";"BA";2;1,99;0;0;NA;2;1;1,99
"Formoso";"MG";2;2,59;0;0;NA;2;1;2,59
"Formoso do Araguaia";"TO";1;1,47;0;0;NA;1;1;1,47
"Fortaleza";"CE";85;57,27;2;0,02;1,62;26;0,31;11,92
"Fortaleza do Tabocão";"TO";1;0,62;1;1;0,62;NA;NA;NA
"Fortaleza dos Nogueiras";"MA";1;0,69;0;0;NA;NA;NA;NA
"Fortim";"CE";1;1,5;0;0;NA;1;1;1,5
"Foz do Iguaçu";"PR";4;1,78;0;0;NA;NA;NA;NA
"Franca";"SP";1;1,95;1;1;1,95;NA;NA;NA
"Francisco Alves";"PR";1;3,75;0;0;NA;NA;NA;NA
"Francisco Beltrão";"PR";3;6,32;2;0,67;3,28;NA;NA;NA
"Francisco Morato";"SP";2;1,83;0;0;NA;2;1;1,83
"Francisco Sá";"MG";2;1,97;0;0;NA;2;1;1,97
"Franco da Rocha";"SP";2;2,63;0;0;NA;NA;NA;NA
"Frederico Westphalen";"RS";1;0,47;0;0;NA;NA;NA;NA
"Frei Inocêncio";"MG";1;1,34;0;0;NA;1;1;1,34
"Frei Martinho";"PB";1;0,64;0;0;NA;1;1;0,64
"Frei Paulo";"SE";1;0,42;1;1;0,42;NA;NA;NA
"Fruta de Leite";"MG";1;0,59;1;1;0,59;NA;NA;NA
"Fundão";"ES";1;0,69;0;0;NA;NA;NA;NA
"Gado Bravo";"PB";1;0,87;0;0;NA;NA;NA;NA
"Gameleira";"PE";2;0,42;0;0;NA;1;0,5;0,06
"Gameleiras";"MG";1;0,42;0;0;NA;1;1;0,42
"Gandu";"BA";2;1,2;0;0;NA;1;0,5;0,43
"Garanhuns";"PE";6;5,92;4;0,67;4,59;NA;NA;NA
"Gararu";"SE";1;0,41;0;0;NA;NA;NA;NA
"Garibaldi";"RS";1;1,88;0;0;NA;1;1;1,88
"Garrafão do Norte";"PA";2;2,17;1;0,5;1,33;1;0,5;0,84
"Garruchos";"RS";1;0,7;0;0;NA;NA;NA;NA
"Gaspar";"SC";1;0,66;0;0;NA;1;1;0,66
"Gaurama";"RS";1;3,75;0;0;NA;NA;NA;NA
"Gavião";"BA";1;0,9;1;1;0,9;NA;NA;NA
"Girau do Ponciano";"AL";1;0,41;0;0;NA;1;1;0,41
"Giruá";"RS";1;0,62;0;0;NA;1;1;0,62
"Glória do Goitá";"PE";1;0,9;0;0;NA;1;1;0,9
"Godofredo Viana";"MA";3;0,63;0;0;NA;2;0,67;0,35
"Goiana";"PE";2;1,15;0;0;NA;2;1;1,15
"Goianápolis";"GO";1;0,93;0;0;NA;1;1;0,93
"Goianésia";"GO";1;1,8;1;1;1,8;NA;NA;NA
"Goianésia do Pará";"PA";1;0,91;0;0;NA;NA;NA;NA
"Goiânia";"GO";45;18,84;0;0;NA;9;0,2;5,38
"Goianira";"GO";3;5,3;0;0;NA;2;0,67;3,92
"Goiatins";"TO";6;3,42;0;0;NA;1;0,17;0,84
"Goiatuba";"GO";2;2,06;0;0;NA;NA;NA;NA
"Goioerê";"PR";2;3;0;0;NA;NA;NA;NA
"Gonçalves Dias";"MA";1;1,4;0;0;NA;1;1;1,4
"Gongogi";"BA";1;1,32;0;0;NA;1;1;1,32
"Governador Dix-Sept Rosado";"RN";1;0,58;1;1;0,58;NA;NA;NA
"Governador Edison Lobão";"MA";3;1,56;1;0,33;0,49;1;0,33;0,89
"Governador Eugênio Barros";"MA";3;1,98;1;0,33;0,28;NA;NA;NA
"Governador Lindenberg";"ES";1;1,08;0;0;NA;NA;NA;NA
"Governador Luiz Rocha";"MA";5;2,23;3;0,6;1,04;2;0,4;1,19
"Governador Mangabeira";"BA";1;0,86;0;0;NA;1;1;0,86
"Governador Newton Bello";"MA";2;1,12;0;0;NA;2;1;1,12
"Governador Nunes Freire";"MA";2;1,39;0;0;NA;2;1;1,39
"Governador Valadares";"MG";6;1,84;0;0;NA;2;0,33;0,37
"Grajaú";"MA";15;11,52;0;0;NA;4;0,27;6,39
"Gramado";"RS";1;0,71;0;0;NA;1;1;0,71
"Gramado Xavier";"RS";1;0,25;0;0;NA;1;1;0,25
"Granja";"CE";2;1,18;0;0;NA;NA;NA;NA
"Grão Mogol";"MG";1;0,42;0;0;NA;1;1;0,42
"Gravatá";"PE";4;2,23;0;0;NA;2;0,5;1,79
"Gravataí";"RS";13;7,78;0;0;NA;5;0,38;2,44
"Guabiruba";"SC";1;1,16;0;0;NA;NA;NA;NA
"Guaíba";"RS";4;4,67;0;0;NA;4;1;4,67
"Guaíra";"PR";1;0,81;0;0;NA;NA;NA;NA
"Guaiúba";"CE";1;0,51;0;0;NA;1;1;0,51
"Guajará";"AM";3;2,04;2;0,67;1,76;1;0,33;0,29
"Guajará-Mirim";"RO";1;1,44;0;0;NA;1;1;1,44
"Guajeru";"BA";1;0,99;0;0;NA;1;1;0,99
"Guanambi";"BA";1;0,59;0;0;NA;NA;NA;NA
"Guapimirim";"RJ";1;0,97;0;0;NA;1;1;0,97
"Guapó";"GO";1;1,41;1;1;1,41;NA;NA;NA
